INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (1, 'Novita Wastuti', 'UNIVERSITAS MALUKU', 'Blaise.Widodo@gmail.com', 'FCILnxowDSvIx7d')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (504, 'Novita Namaga', 'UNIVERSITAS DI YOGYAKARTA', 'Dorothy_Anandya@yahoo.com', 'yRdlACHjSRge6gt')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (505, 'Perkasa Putra', 'UNIVERSITAS KALIMANTAN SELATAN', 'Hailie25@gmail.com', 'xEvVAj3tOHhUT7e')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (506, 'Parman Wahyudin', 'UNIVERSITAS JAWA TIMUR', 'Sid.Palastri32@gmail.com', 'XrZcBRlfbvgqUxK')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (507, 'Balangga Nainggolan', 'UNIVERSITAS PAPUA', 'Annabel_Zulaika46@yahoo.co.id', 'pg7h0a_pLsu8F_b')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (508, 'Keisha Yuliarti', 'UNIVERSITAS SUMATERA BARAT', 'Eileen57@gmail.com', 'eNzAerqGW7_Jios')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (509, 'Lestari Kahyang', 'UNIVERSITAS SULAWESI TENGAH', 'Johnathan.Astuti@gmail.com', 'fRpcMY1w1EPaudw')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (510, 'Fathonah Jelita S.T.', 'UNIVERSITAS JAWA TENGAH', 'Christine.Wasita@yahoo.com', 'BSWkFUEwwnn7WTt')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (511, 'Najwa Purwanti', 'UNIVERSITAS BALI', 'Ewell49@yahoo.com', '2qVEiUOJVp2NFEV')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (512, 'Almira Putri', 'UNIVERSITAS SUMATERA BARAT', 'Alexandrine87@yahoo.co.id', 'DC5HDlJk0uLdGww')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (513, 'Ulya Mayasari S.IP', 'UNIVERSITAS PAPUA', 'Kaitlin.Suryatmi@gmail.com', '5gUY9i3xb8H8PbF')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (514, 'Jamil Abimanyu', 'UNIVERSITAS SULAWESI UTARA', 'Jed61@yahoo.com', '62Zh4R8RKQAQerg')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (515, 'Indira Yuliarti M.TI.', 'UNIVERSITAS PAPUA BARAT', 'Alessia_Aurelia97@yahoo.co.id', 'VNZIZqeI3S6oWhU')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (516, 'Galih Wijaya', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Kareem.Maryati@yahoo.co.id', 'BYWlG98SSeswKih')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (517, 'Fara Yuniar S.Ked', 'UNIVERSITAS SUMATERA BARAT', 'Guy.Uwais99@gmail.co.id', 'XS5HCGb8Au4TcaI')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (518, 'Darmaji Maulana', 'UNIVERSITAS KALIMANTAN UTARA', 'Lucy.Hassanah@yahoo.com', 'ajDhJZmb79mlgfe')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (519, 'Sherly Novitasari', 'UNIVERSITAS SULAWESI UTARA', 'Maida_Waskita@yahoo.co.id', 'tjNwlRJS7zVoU0H')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (520, 'Yuliana Astuti', 'UNIVERSITAS DKI JAKARTA', 'London.Irawan11@gmail.co.id', 'Rds3P02FgB0N3az')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (521, 'Gangsar Faresta S.I.Kom', 'UNIVERSITAS KALIMANTAN TIMUR', 'Garrick13@yahoo.co.id', '6kHfuUaT2jEc7tq')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (522, 'Restu Hartati', 'UNIVERSITAS DKI JAKARTA', 'Myrna_Airlangga77@gmail.co.id', 'wN9KFWZiAG3uAwe')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (523, 'Rahmawati Maryati', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Elvis.Samosir51@gmail.com', 'zGuqcrpd5FL5HVM')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (524, 'Anita Safitri', 'UNIVERSITAS MALUKU', 'Rigoberto_Sitompul60@yahoo.co.id', 'ufXuPC82SGDwSlr')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (525, 'Uchita Ningrum', 'UNIVERSITAS JAWA TENGAH', 'Marjolaine_Pradipta43@gmail.com', 'ZDFAnDcIeBgS7Z5')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (526, 'Taufik Permadi', 'UNIVERSITAS PAPUA', 'Conrad.Winarsih51@yahoo.com', 'N4SDkMjuSKuvu9z')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (527, 'Mala Melinda S.I.Kom', 'UNIVERSITAS KALIMANTAN SELATAN', 'Abraham95@gmail.co.id', 'L4OJ0Zbf_5bEpU0')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (528, 'Oni Afifah', 'UNIVERSITAS KALIMANTAN TIMUR', 'Karson_Handayani@gmail.com', 'FDrOinP7CkufViJ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (529, 'Ana Nuraini', 'UNIVERSITAS BALI', 'Rosemary70@yahoo.com', 'OWmJ6YBl3uPDpeR')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (530, 'Samiah Febrianti', 'UNIVERSITAS SUMATERA UTARA', 'Jackie_Riyanti48@yahoo.co.id', 'M495zHsd10VPrMZ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (531, 'Nur Melinda', 'UNIVERSITAS KALIMANTAN UTARA', 'Adolf71@yahoo.co.id', 'IVJHM1Rh1WmWNrZ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (532, 'Samsul Saputra S.E.I', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Glen_Sudrajat@gmail.co.id', 'dXX1qPrljfaxqmZ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (534, 'Sarah Winarsih S.Ked', 'UNIVERSITAS RIAU', 'Elmer_Suwarno65@yahoo.co.id', 'q9rbKP8y5gjBpjz')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (533, 'Natalia Maheswari M.M.', 'UNIVERSITAS KALIMANTAN SELATAN', 'Eldridge_Yuliarti@gmail.com', 'SZdvV6EDOqH4u7P')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (535, 'Karna Sitompul', 'UNIVERSITAS KALIMANTAN TIMUR', 'Ada_Halimah@gmail.co.id', '8nVfSQgCioziOuv')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (536, 'Retno Usamah', 'UNIVERSITAS NUSA TENGGARA TIMUR', 'Ciara_Wibisono55@gmail.co.id', '9VwMeBheBmM9KXX')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (537, 'Puspita Zahrah', 'UNIVERSITAS DKI JAKARTA', 'Heber60@yahoo.com', 'M57KTlderEUnTVg')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (538, 'Liman Widodo', 'UNIVERSITAS SULAWESI BARAT', 'Norene87@gmail.co.id', '3be_y2dyAET8Vvi')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (539, 'Aulia Kuswandari S.Sos', 'UNIVERSITAS KALIMANTAN UTARA', 'Octavia_Perdana89@gmail.co.id', 'FxaXEkAQi81NXx3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (540, 'Naradi Agustian', 'UNIVERSITAS PAPUA', 'Duane26@yahoo.co.id', 'aoKu7vU2Iuo2_ZW')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (541, 'Indra Aswandi', 'UNIVERSITAS KALIMANTAN TENGAH', 'Joan14@yahoo.co.id', 'ThXC9IbzlddZZo3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (542, 'Arsipatra Uwais', 'UNIVERSITAS SULAWESI SELATAN', 'Kareem.Latupono2@yahoo.co.id', '5edik3CSOTHuvLB')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (543, 'Salman Yulianto', 'UNIVERSITAS KALIMANTAN UTARA', 'Maude8@yahoo.com', 'UlwH2HsmZsOi0aA')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (544, 'Fitria Damayanti', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Shanon.Wulandari@yahoo.co.id', 's06Re_I_sfRtukF')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (545, 'Novi Nathania', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Glenda_Gunawan@gmail.co.id', 'imAtRoAkIITVlo3')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (546, 'Jasmin Anandya', 'UNIVERSITAS SULAWESI TENGGARA', 'Oma.Rendra42@gmail.com', 'i4u6_y6fPJxmSkR')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (547, 'Adhiarja Prasetyo', 'UNIVERSITAS SUMATERA UTARA', 'Margaretta97@gmail.com', 'wHMBqS7mNRpNk_y')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (548, 'Gada Hardiansyah', 'UNIVERSITAS SULAWESI BARAT', 'Cordia.Usada@gmail.co.id', 'wgxMSRfLxzqKeol')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (549, 'Fathonah Leilani', 'UNIVERSITAS LAMPUNG', 'Everardo8@gmail.com', 'NMAW6PCqI1qcIvk')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (550, 'Latika Amanta', 'UNIVERSITAS PAPUA BARAT', 'Dylan_Purnama68@gmail.com', 'BQLUK6ET2b9J_vp')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (551, 'Damu Rajasa', 'UNIVERSITAS SULAWESI TENGAH', 'Una.Iswahyudi@gmail.com', 'cn_Idg12kckiT2a')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (552, 'Keisha Pertiwi S.IP', 'UNIVERSITAS BENGKULU', 'Estel33@yahoo.co.id', 'hPwcvkPxa2M7jC4')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (553, 'Edi Wicaksono S.Sos', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Merlin_Iswahyudi@gmail.co.id', 'NdocEp66kVNOQKv')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (554, 'Luluh Nanda', 'UNIVERSITAS ACEH', 'Pinkie.Halimah@yahoo.com', 'kdQdgVVeIkvFVn7')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (555, 'Tiara Saputri', 'UNIVERSITAS JAWA TIMUR', 'Amir.Oktovian20@gmail.co.id', 'vrZxWk87FTtnFLQ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (556, 'Hasna Nasyiah', 'UNIVERSITAS SUMATERA SELATAN', 'Korey16@gmail.co.id', 'qXoDxhN9U72xBzJ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (557, 'Kenzie Irfandi', 'UNIVERSITAS SULAWESI UTARA', 'Mable.Iswahyudi67@yahoo.co.id', 'otwuvq4yHKLJoQM')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (558, 'Panca Pratama S.Sos', 'UNIVERSITAS SULAWESI UTARA', 'Hudson_Andini24@yahoo.co.id', 'FBBE98U3e2L8pkT')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (559, 'Rahmawati Fujiati', 'UNIVERSITAS DI YOGYAKARTA', 'Brendan_Tarihoran@yahoo.com', 'C_gANH4ILNkfk8r')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (560, 'Maimunah Aryanti', 'UNIVERSITAS GORONTALO', 'Asha80@yahoo.com', 'L7YXexPPBoHS48c')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (561, 'Ditya Susanti', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Bryana41@gmail.com', 'XrqY8eLHGVAY9Yo')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (562, 'Siti Usada', 'UNIVERSITAS SUMATERA SELATAN', 'Lula.Mandala58@gmail.com', '5aYfzXkUlnzBxXe')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (563, 'Purwa Nugraha', 'UNIVERSITAS KALIMANTAN TENGAH', 'Clarissa89@gmail.com', '_1AuB_mdo6i_5Yu')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (564, 'Paris Nuraini', 'UNIVERSITAS BANGKA BELITUNG', 'Carli13@gmail.com', 'tEqaMcEoB4DLEvd')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (565, 'Unjani Ardiyanti', 'UNIVERSITAS BANGKA BELITUNG', 'Horace.Fujiati@gmail.com', 'AsmzKwpR8cH9cQA')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (566, 'Amelia Melani', 'UNIVERSITAS SULAWESI TENGAH', 'Lucy86@gmail.co.id', 'rLG2i3ga9Fu0Vne')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (567, 'Yulia Pudjiastuti S.Pd', 'UNIVERSITAS DKI JAKARTA', 'Princess_Kuswandari@yahoo.co.id', '0v1drnxnizZccUR')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (568, 'Jail Permadi S.Farm', 'UNIVERSITAS KALIMANTAN SELATAN', 'Crystal67@gmail.co.id', 'pdbYUVylkLpZtfN')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (569, 'Ikhsan Hidayat', 'UNIVERSITAS DI YOGYAKARTA', 'Stephany73@yahoo.co.id', 'WU7NIlg_ehLbHNj')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (570, 'Reksa Simanjuntak', 'UNIVERSITAS DI YOGYAKARTA', 'Amos_Simanjuntak9@yahoo.com', 'nz7AAj5bEwPb2qh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (571, 'Adikara Budiman', 'UNIVERSITAS BANTEN', 'Florine73@gmail.com', 'VoUxfXKyt6Z7F8z')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (572, 'Jatmiko Handoko', 'UNIVERSITAS RIAU', 'Gerson.Mangunsong25@yahoo.co.id', 'DDU21D_FzYV9ltU')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (573, 'Novita Usamah', 'UNIVERSITAS JAMBI', 'Hayden25@yahoo.com', 'QXlZmeEsXYHDV1N')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (574, 'Nasrullah Adriansyah', 'UNIVERSITAS SULAWESI SELATAN', 'Bart76@gmail.com', 'U4BRc7MNptw8FZg')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (575, 'Malika Maryati', 'UNIVERSITAS BALI', 'Kasandra.Wijaya@gmail.co.id', '8c0Qroaxdt0DQ1H')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (576, 'Laksita Agustina S.Pt', 'UNIVERSITAS KALIMANTAN TENGAH', 'Terrill11@yahoo.co.id', '6rybcl6F7FsVH2h')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (577, 'Siska Afifah', 'UNIVERSITAS SULAWESI TENGGARA', 'Paxton.Hassanah28@gmail.com', '1K2xsxKeNQKPPlN')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (578, 'Malika Riyanti', 'UNIVERSITAS JAWA TIMUR', 'Emil.Sihotang28@yahoo.co.id', 'Y9WdZK5ObfS6UAw')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (579, 'Prabu Rendra', 'UNIVERSITAS SUMATERA SELATAN', 'Sedrick17@yahoo.co.id', 'JxMv5U_EBb3lv9Y')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (580, 'Bakidin Rajata', 'UNIVERSITAS JAMBI', 'Ana.Winarsih43@yahoo.com', 's18owyK6zYiDtdh')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (581, 'Caket Mansur S.Pt', 'UNIVERSITAS SULAWESI BARAT', 'Watson.Maryati22@yahoo.com', 'FxI_u9Gyj5KvSaq')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (582, 'Ifa Aryanti S.Gz', 'UNIVERSITAS KALIMANTAN TENGAH', 'Rowan27@gmail.com', '6Bme7vtVb9c34Vk')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (583, 'Nada Yuliarti S.Pt', 'UNIVERSITAS KALIMANTAN TIMUR', 'Kaylie.Simanjuntak@gmail.co.id', 'ymg09qJhIvUx3lk')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (584, 'Linda Suartini S.Psi', 'UNIVERSITAS SULAWESI UTARA', 'Andre_Usamah73@yahoo.co.id', 'XeglqVGu0IXtVrI')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (585, 'Zalindra Riyanti', 'UNIVERSITAS LAMPUNG', 'Kayley72@yahoo.co.id', 'AJUCK9wfr0718eW')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (586, 'Hafshah Yuniar', 'UNIVERSITAS KALIMANTAN TIMUR', 'Lafayette_Simanjuntak@gmail.co.id', 'm0zcsz2Idvs6S1s')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (587, 'Wage Prakasa', 'UNIVERSITAS SUMATERA SELATAN', 'Vince.Sihombing20@yahoo.co.id', 'mqd6YqXLI7HBf5f')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (588, 'Banawa Gunarto', 'UNIVERSITAS JAWA BARAT', 'Gage.Nurdiyanti@gmail.co.id', 'jq5QclxfBSXjIKS')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (589, 'Cinthia Fujiati', 'UNIVERSITAS BENGKULU', 'Javon17@gmail.com', 'zrHfvRzDGOTmNKM')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (590, 'Febriana Halimah', 'UNIVERSITAS LAMPUNG', 'Joana_Namaga30@gmail.co.id', '6yhHdEv3d8kkiWN')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (591, 'Marwata Sihotang', 'UNIVERSITAS SULAWESI BARAT', 'Sigrid.Sihombing73@gmail.co.id', 'VzxhF_cvRFRX1Ra')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (592, 'Cawisadi Siregar', 'UNIVERSITAS NUSA TENGGARA BARAT', 'Laurence.Puspita26@yahoo.com', 'ImwSX6RhE6FjmAZ')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (593, 'Ellis Mayasari S.E.I', 'UNIVERSITAS KALIMANTAN SELATAN', 'Guy.Irfandi@gmail.com', 'f84UeazDyeVNZ3t')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (594, 'Wulandari Wijayanti', 'UNIVERSITAS SULAWESI TENGAH', 'Jovan_Kusmawati@yahoo.com', 'k1GhR5WszRTxFF6')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (595, 'Kasiyah Melinda M.Farm', 'UNIVERSITAS JAWA TENGAH', 'Ashleigh.Mahardika@gmail.com', 'R4K46RBl11djElv')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (596, 'Jasmin Azizah', 'UNIVERSITAS JAWA TIMUR', 'Elian98@gmail.co.id', '_CvjEKOmdITzeiR')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (597, 'Jane Riyanti M.Farm', 'UNIVERSITAS BENGKULU', 'Manuela24@gmail.com', 'EGrM3QjBSmR1yTc')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (598, 'Amalia Leilani', 'UNIVERSITAS MALUKU', 'Cora.Saptono61@yahoo.com', 'apN4gHXRRxtl2Iu')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (599, 'Tantri Juwita', 'UNIVERSITAS MALUKU UTARA', 'Susan.Hidayat@yahoo.co.id', 'u96ivA4j0bwbN7U')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (600, 'Zizi Riyanti', 'UNIVERSITAS JAWA BARAT', 'Myron_Mansur96@yahoo.com', '7gZeQx8aRiVZy68')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (601, 'Karsana Yulianto', 'UNIVERSITAS KALIMANTAN BARAT', 'Brady_Wastuti15@gmail.com', 'xsySnjW4zm86cPl')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (602, 'Retno Melani', 'UNIVERSITAS JAMBI', 'Obie80@yahoo.co.id', 'OWUdMq7Yq9mu4cc')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (603, 'Aisyah Wijayanti', 'UNIVERSITAS BANGKA BELITUNG', 'Janae_Rachmawati@gmail.co.id', 'EFGUL4lrzmnhSqA')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (604, 'Eli Saraswati', 'UNIVERSITAS BANGKA BELITUNG', 'Darion4@yahoo.co.id', 'fNAeO_pXUab9DmS')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (605, 'Kanda Latupono S.Farm', 'UNIVERSITAS LAMPUNG', 'Mikel.Nugraha@yahoo.co.id', 'AFMnukQPHjU2RQj')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (606, 'Fathonah Yolanda', 'UNIVERSITAS SUMATERA BARAT', 'Esteban_Gunawan@gmail.com', 'uWhrMmVhPZeE4n_')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (607, 'Zahra Mahestri', 'UNIVERSITAS DI YOGYAKARTA', 'Lamont37@yahoo.com', 'C8DftU18JtgQgwX')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (608, 'Mahfud Herlambang', 'UNIVERSITAS KALIMANTAN TIMUR', 'Orion79@gmail.com', '0uXzr_HDrtOWbck')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (609, 'Dono Prayoga', 'UNIVERSITAS BANTEN', 'Orion.Putra55@gmail.com', 'b298heJrtG9l3gT')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (610, 'Adinata Himawan', 'UNIVERSITAS JAWA TIMUR', 'Kevon48@gmail.co.id', '_7QhtF5MQWXcj_g')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (611, 'Dadi Herlambang', 'UNIVERSITAS SUMATERA UTARA', 'Theodora34@yahoo.com', 'FX_64YDA8L8D1Bn')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (612, 'Ina Ananda', 'UNIVERSITAS PAPUA BARAT', 'Tamia.Ardianto@yahoo.co.id', 'lSdEw9UnZ_uh1Nb')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (613, 'Raisa Anjani', 'UNIVERSITAS SUMATERA BARAT', 'Eveline.Anjani@gmail.co.id', 'XlllEnovzom7Olq')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (614, 'Paiman Sihotang', 'UNIVERSITAS SULAWESI TENGGARA', 'Jamal_Anggraini@yahoo.co.id', 'jMmYDjvP87AX9aO')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (615, 'Irawati Rachmawati', 'UNIVERSITAS KALIMANTAN SELATAN', 'Annalise46@gmail.co.id', 'H9sE_DB0enPW4wc')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (616, 'Tsabita Melani', 'UNIVERSITAS SULAWESI UTARA', 'Haley9@gmail.com', 'p_vJoItbVXQF29X')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (617, 'Marsudi Rahardian', 'UNIVERSITAS PAPUA', 'Esperanza.Kuswoyo33@gmail.com', 'izGb2XvwBJj3oxM')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (618, 'Lukman Natsir S.Farm', 'UNIVERSITAS SULAWESI UTARA', 'Linda.Wulandari29@gmail.co.id', 'D3StTGrvIU_XEIn')
INSERT INTO anggota (ag_id, ag_nama, ag_institusiasal, ag_email, ag_password) VALUES (619, 'Padmi Nathania', 'UNIVERSITAS KALIMANTAN TIMUR', 'Kiara.Ramadhani@yahoo.com', 'Sz7hrMwejQ1FiEv')
